income,credit_score,house_size,location,property_type,listing_date,realtor_rating,flood_risk,crime_rate,purchase_decision
53683.79430069123,664.0,2337,rural,Condo,6.9.2023,1.986634463221626,Low,49.13930307209107,not buy
68457.96581171792,630.0,2268,uptown,Multi-Family,1/24/2023,2.883841009738934,High,48.49679539728128,buy
76823.03949633287,643.0,2153,industrial_area,Single Family,8/26/2020,3.647654530548046,Low,46.73303786813636,not buy
75533.81598660038,754.0,900,rural,Multi-Family,7/22/2019,4.004708547816171,High,39.57422305329423,buy
86543.66498072048,364.0,1143,downtown,Multi-Family,2020-11-10,4.015472330839652,Medium,38.2776624656336,buy
70260.03783755813,375.0,2758,industrial_area,Townhouse,5.11.2021,3.3115644507763533,Medium,54.64369863546574,buy
99070.68154314633,442.0,2847,industrial_area,Single Family,7/3/2022,4.617439099975429,Low,44.494480682915125,buy
64706.86333524088,772.0,1946,uptown,Townhouse,8/19/2023,4.269631389224438,Medium,53.16358321536145,not buy
124403.38333179237,716.0,2695,rural,Condo,28.9.2023,4.028192458794502,High,41.14751313875777,buy
82513.34695530012,604.0,1488,industrial_area,Multi-Family,not_a_date,1.2224220867218425,High,51.81062742771083,not buy
52856.848871674345,796.0,1602,rural,Multi-Family,2023-10-21,1.0275118488785973,High,63.032780373160634,buy
48582.15003877775,590.0,1448,downtown,Condo,22.4.2019,1.8497891087818918,Low,55.861658003927836,buy
79649.4483048637,401.0,1575,uptown,Townhouse,21.3.2021,3.654094375653809,High,45.875861817835194,buy
65530.74429348298,566.0,2361,downtown,Single Family,21.10.2019,2.6447899555301833,High,52.571989703559275,buy
84280.00988184183,302.0,1568,uptown,Townhouse,6/26/2022,2.609625037197247,Medium,47.59334825469787,not buy
79464.75249147089,384.0,3119,industrial_area,Townhouse,1/4/2019,4.538347552918455,Low,50.07880184694728,buy
68543.42174686254,627.0,2230,uptown,Single Family,24.9.2020,4.582251392527355,High,46.743889478514966,buy
53064.1256386319,749.0,2542,suburb,Multi-Family,23.10.2023,4.636701056214343,High,48.356647941146086,buy
39703.055506282704,,2244,rural,Townhouse,8/12/2020,2.255512306060109,Medium,52.12093353074175,buy
61069.70095865958,520.0,2607,rural,Condo,19.11.2022,,Low,40.06641300418049,not buy
87127.97588646944,453.0,1566,suburs,Single Family,2023-03-12,2.0865327250974786,Low,39.84121173010021,buy
74281.87488260408,311.0,2723,downtown,Multi-Family,2/10/2022,1.7624393322977991,Medium,36.11457446168789,not buy
45085.22442576024,432.0,2070,suburb,Single Family,27.2.2019,1.7385298293894769,Medium,33.9972889549629,not buy
73463.61851702364,603.0,2604,industrial_area,Condo,6/10/2020,2.368430483454376,Medium,37.82717307779521,buy
77706.34759457674,592.0,1280,industrial_area,Single Family,4/17/2022,2.719830479119287,Medium,51.59462506804129,buy
52322.851275977344,599.0,2090,rural,Single Family,8/4/2021,4.323796684220273,Low,41.07212484508116,buy
73074.50211891056,342.0,2072,industrial_area,Townhouse,6/3/2022,1.4795643738908484,Low,55.13614464231096,not buy
71164.17436892,642.0,1690,rural,Condo,2019-12-04,3.9397033895795768,UnknownRisk,50.34713748752562,buy
47140.59404338754,625.0,2156,suburb,Condo,4.11.2021,3.1258196567572214,High,30.314957865619462,buy
77155.74720696567,797.0,2769,suburb,Condo,8.12.2020,2.15178137070397,High,56.549755842216896,buy
81215.69052736468,663.0,1651,suburb,Single Family,9/6/2020,2.9712783381312984,Low,58.1079864559171,buy
91661.02486350553,726.0,2480,rural,Condo,2023-07-15,2.1997682791080906,High,40.06137325165147,not buy
91076.04104069807,320.0,1436,suburb,Condo,2022-11-06,3.384327820953224,High,54.20191542894992,not buy
42446.61264085818,706.0,3054,suburb,Condo,1.7.2022,2.735375691420977,Medium,41.43501762590801,not buy
51243.499201697545,635.0,2392,downtown,Townhouse,15.4.2023,1.657622116315515,Low,50.97670376748336,not buy
80300.7053441732,416.0,2862,suburb,Condo,1.7.2022,1.4663322982227869,Medium,37.35501593045034,not buy
,423.0,2336,industrial_area,Single Family,9.4.2020,3.1867827282885206,High,32.06893547465423,buy
80300.95372612096,698.0,2195,rural,Townhouse,4.10.2019,4.609652133144413,Low,46.17182810387031,buy
147054.62981309442,350.0,2396,downtown,Condo,2020-06-11,2.375830746230742,Medium,48.762710537251635,buy
81417.81021386334,623.0,1931,uptown,Condo,9.2.2022,3.932000428890493,High,151.29285038876705,not buy
92711.31280361197,440.0,1191,rural,Townhouse,9/21/2022,3.634645419759068,High,38.1596944177744,buy
89080.03526986405,769.0,2223,industrial_area,Condo,7/20/2023,4.726219657237924,Low,46.00100937868863,buy
83027.82502611596,633.0,1622,rural,Single Family,2/12/2023,4.283924069196564,Medium,52.69294752580734,buy
63694.61510719309,672.0,1449,industrial_area,Single Family,6.10.2022,3.266421035621852,High,49.55106969877463,not buy
85179.38440986535,793.0,2318,industrial_area,Condo,2021-10-19,3.6281219929364292,High,51.82501030599214,buy
54543.495709248564,838.0,1860,uptown,Single Family,2020-06-04,4.5935458663361395,Low,43.29884799545767,buy
65263.62786519982,455.0,2513,rural,Townhouse,2/6/2021,2.598075138347739,Low,61.717179147161595,not buy
60292.72904341793,590.0,1605,uptown,Condo,9/13/2020,2.3071788234311095,Low,38.238266634452195,buy
71637.48278772645,443.0,1764,uptown,Townhouse,3/19/2023,1.0432443345407854,High,54.875602970867185,buy
116293.17133347018,405.0,2575,rural,Single Family,16.3.2022,4.306204296765857,High,61.81891092959962,buy
32654.696148165036,719.0,2139,suburb,Condo,2023-12-21,4.2039228016134595,Medium,54.80908092748896,buy
83725.20380749027,301.0,-19,suburb,Townhouse,3/16/2023,1.4178180724006055,Medium,47.9747577293517,not buy
37745.682576206964,389.0,2128,uptown,Single Family,3/11/2020,3.307429524530801,High,44.71702953337021,not buy
60561.36268421133,644.0,2740,downtown,Condo,1/28/2023,2.8559267926675496,High,60.36087651046256,buy
91779.01193934731,649.0,1760,uptown,Multi-Family,2019-08-05,1.4748363820364458,High,35.77025074738327,buy
71285.60038190926,758.0,2299,uptown,Single Family,17.9.2022,4.922272908242894,Low,40.29875739620356,buy
48445.104441413874,562.0,1575,uptown,Single Family,7/22/2022,1.8587835498534218,Low,46.02442234508278,buy
55693.925814800634,650.0,1931,suburb,Multi-Family,12/27/2022,1.2689367203622446,Medium,62.37653757511998,not buy
83591.95497869351,407.0,2544,suburb,Multi-Family,3.3.2022,3.3793895180076383,Medium,53.79767636040896,buy
55392.66736565727,338.0,2109,suburb,Townhouse,2019-04-10,3.9554667085321307,Medium,40.31954241489755,buy
74329.1717916395,458.0,2644,uptown,Single Family,4/18/2021,1.1297737841887479,Low,46.896922946150966,not buy
70911.43679807628,611.0,2212,downtown,Multi-Family,19.8.2020,3.6348705549080886,Low,43.85676855903706,buy
56967.99304788366,540.0,3109,suburb,Condo,2022-09-17,3.1291675038058178,Medium,42.90211007766465,buy
112878.8817865065,744.0,1217,rural,Single Family,9.2.2023,1.4130600355001937,Low,59.78889558556779,buy
82678.38044636023,597.0,1891,rural,Townhouse,2021-09-27,1.6900955077854483,Medium,36.282568707364945,not buy
29497.148266847857,335.0,1457,rural,Multi-Family,9/7/2022,3.271897189264322,High,66.08780855734373,buy
73729.08629538855,383.0,1491,industrial_area,Single Family,27.12.2019,2.1854304540531535,High,58.28229690184623,buy
56764.27070463224,751.0,1496,uptown,Single Family,2020-05-28,4.753262914605264,Low,60.90861670603698,buy
87048.66669592448,684.0,2083,rural,Multi-Family,2022-05-12,4.274960917936204,High,45.37060487974742,not buy
54149.58523134599,471.0,2113,uptown,Multi-Family,2022-02-25,4.934268826054652,Medium,48.500592809208904,not buy
67705.27117066202,675.0,2213,rural,Multi-Family,19.12.2020,2.038683355801656,Medium,35.66848185475288,buy
80099.74557960914,661.0,1438,downtown,Single Family,20.12.2021,4.878894531191908,Low,44.753375929331966,buy
87315.10388340242,440.0,1837,uptown,Multi-Family,2022-03-20,2.7249354791662315,Medium,54.93654847643151,buy
45994.071858884476,417.0,1517,rural,Multi-Family,2020-04-26,2.3900751812550185,High,62.96063061781396,not buy
63309.97528318103,576.0,2467,suburb,Single Family,6/18/2023,1.201398107877413,Medium,38.92843183197549,buy
60501.09377678088,519.0,1564,uptown,Container,9/6/2023,1.2110610314384105,High,46.34494063014734,not buy
56933.41534852576,325.0,1893,industrial_area,Townhouse,5/19/2021,3.7680450237866188,Low,48.48700779767478,buy
105309.08480562194,820.0,2280,suburb,Condo,2023-11-27,2.8317159777361116,Low,36.04210797807515,buy
78099.63421921911,309.0,1692,suburb,Single Family,7/2/2020,1.9060865041444228,Medium,55.913492417584,buy
44782.320913299096,677.0,2346,industrial_area,Condo,2020-12-28,3.4558812253009306,High,42.76009668257391,not buy
88357.23894109552,451.0,2798,suburb,Townhouse,3/23/2020,2.0114324730004447,Low,48.04609648822976,not buy
112443.12394025267,348.0,2094,suburb,Townhouse,11/13/2020,3.3105270173776904,Medium,45.48050628088122,buy
90649.30521102293,453.0,2450,rural,Multi-Family,10/21/2020,2.4368349879307614,Medium,42.106614942803255,not buy
39612.60068091973,592.0,963,rural,Townhouse,2022-07-15,4.294208906447276,High,49.929550145194455,not buy
